expression,expected_result,actual_result,ok,wrapper,pair_id,family,source,target,expected_strategy,error_kind,error_message
((sin(x)^8) + 1)/(((35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128) + 1),1,(128 * sin(x)^8 + 128) / (cos(8 * x) + 223 - 64 * cos(x)^2 - 56 * (2 * sin(x) * cos(x))^2 - 32 * (2 * cos(x)^2 - 1)^3),false,shifted_quotient_one,expand_trig_sine_eighth_power_reduction,trig_expand,sin(x)^8,(35-56*cos(2*x)+28*cos(4*x)-8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
((cos(x)^8) + m) - (((35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128) + m),0,1/128 * (56 * (2 * sin(x) * cos(x))^2 + 128 * cos(x)^8 - cos(8 * x) - 64 * cos(x)^2 - 32 * (2 * cos(x)^2 - 1)^3 - 31),false,additive_passthrough_zero,expand_trig_cosine_eighth_power_reduction,trig_expand,cos(x)^8,(35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
k*(cos(x)^8) - k*((35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128),0,1/128 * (128 * k * cos(x)^8 + k * (56 * (2 * sin(x) * cos(x))^2 - cos(8 * x) - 64 * cos(x)^2 - 32 * (2 * cos(x)^2 - 1)^3 - 31)),false,scaled_difference_zero,expand_trig_cosine_eighth_power_reduction,trig_expand,cos(x)^8,(35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
((cos(x)^8)/q) - (((35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128)/q),0,(56 * (2 * sin(x) * cos(x))^2 + 128 * cos(x)^8 - cos(8 * x) - 64 * cos(x)^2 - 32 * (2 * cos(x)^2 - 1)^3 - 31) / (128 * q),false,common_denominator_zero,expand_trig_cosine_eighth_power_reduction,trig_expand,cos(x)^8,(35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
((cos(x)^8) + 1)/(((35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128) + 1),1,(128 * cos(x)^8 + 128) / (cos(8 * x) + 32 * (2 * cos(x)^2 - 1)^3 + 64 * cos(x)^2 + 159 - 56 * (2 * sin(x) * cos(x))^2),false,shifted_quotient_one,expand_trig_cosine_eighth_power_reduction,trig_expand,cos(x)^8,(35+56*cos(2*x)+28*cos(4*x)+8*cos(6*x)+cos(8*x))/128,expand trig,result_mismatch,
((sin(x)^10) + m) - (((126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512) + m),0,1/512 * (cos(10 * x) + 150 * cos(x)^2 + 180 * (2 * cos(x)^2 - 1)^3 + 512 * sin(x)^10 + 960 * sin(x)^2 * cos(x)^2 - 10 * cos(8 * x) - 321),false,additive_passthrough_zero,expand_trig_sine_tenth_power_reduction,trig_expand,sin(x)^10,(126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512,expand trig,result_mismatch,
k*(sin(x)^10) - k*((126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512),0,1/512 * (512 * k * sin(x)^10 - k * (10 * cos(8 * x) + 321 - cos(10 * x) - 240 * (2 * sin(x) * cos(x))^2 - 180 * (2 * cos(x)^2 - 1)^3 - 150 * cos(x)^2)),false,scaled_difference_zero,expand_trig_sine_tenth_power_reduction,trig_expand,sin(x)^10,(126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512,expand trig,result_mismatch,
((sin(x)^10)/q) - (((126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512)/q),0,(cos(10 * x) + 150 * cos(x)^2 + 180 * (2 * cos(x)^2 - 1)^3 + 512 * sin(x)^10 + 960 * sin(x)^2 * cos(x)^2 - 10 * cos(8 * x) - 321) / (512 * q),false,common_denominator_zero,expand_trig_sine_tenth_power_reduction,trig_expand,sin(x)^10,(126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512,expand trig,result_mismatch,
((sin(x)^10) + 1)/(((126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512) + 1),1,(512 * sin(x)^10 + 512) / (10 * cos(8 * x) + 833 - cos(10 * x) - 240 * (2 * sin(x) * cos(x))^2 - 180 * (2 * cos(x)^2 - 1)^3 - 150 * cos(x)^2),false,shifted_quotient_one,expand_trig_sine_tenth_power_reduction,trig_expand,sin(x)^10,(126-210*cos(2*x)+120*cos(4*x)-45*cos(6*x)+10*cos(8*x)-cos(10*x))/512,expand trig,result_mismatch,
((cos(x)^10) + m) - (((126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512) + m),0,1/512 * (240 * (2 * sin(x) * cos(x))^2 + 512 * cos(x)^10 - cos(10 * x) - 180 * (2 * cos(x)^2 - 1)^3 - 150 * cos(x)^2 - 10 * cos(8 * x) - 171),false,additive_passthrough_zero,expand_trig_cosine_tenth_power_reduction,trig_expand,cos(x)^10,(126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512,expand trig,result_mismatch,
k*(cos(x)^10) - k*((126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512),0,1/512 * (512 * k * cos(x)^10 - k * (cos(10 * x) + 10 * cos(8 * x) + 150 * cos(x)^2 + 180 * (2 * cos(x)^2 - 1)^3 + 171 - 240 * (2 * sin(x) * cos(x))^2)),false,scaled_difference_zero,expand_trig_cosine_tenth_power_reduction,trig_expand,cos(x)^10,(126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512,expand trig,result_mismatch,
((cos(x)^10)/q) - (((126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512)/q),0,(240 * (2 * sin(x) * cos(x))^2 + 512 * cos(x)^10 - cos(10 * x) - 180 * (2 * cos(x)^2 - 1)^3 - 150 * cos(x)^2 - 10 * cos(8 * x) - 171) / (512 * q),false,common_denominator_zero,expand_trig_cosine_tenth_power_reduction,trig_expand,cos(x)^10,(126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512,expand trig,result_mismatch,
((cos(x)^10) + 1)/(((126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512) + 1),1,(512 * cos(x)^10 + 512) / (cos(10 * x) + 10 * cos(8 * x) + 150 * cos(x)^2 + 180 * (2 * cos(x)^2 - 1)^3 + 683 - 240 * (2 * sin(x) * cos(x))^2),false,shifted_quotient_one,expand_trig_cosine_tenth_power_reduction,trig_expand,cos(x)^10,(126+210*cos(2*x)+120*cos(4*x)+45*cos(6*x)+10*cos(8*x)+cos(10*x))/512,expand trig,result_mismatch,
((sin(x)^12) + m) - (((462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048) + m),0,1/1024 * (6 * cos(10 * x) + 132 * cos(x)^2 + 440 * (2 * cos(x)^2 - 1)^3 + 1024 * sin(x)^12 + 1968 * sin(x)^2 * cos(x)^2 - 33 * cos(8 * x) - 2 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 543),false,additive_passthrough_zero,expand_trig_sine_twelfth_power_reduction,trig_expand,sin(x)^12,(462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
k*(sin(x)^12) - k*((462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048),0,1/1024 * (1024 * k * sin(x)^12 - k * (2 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 33 * cos(8 * x) + 543 - 1968 * sin(x)^2 * cos(x)^2 - 440 * (2 * cos(x)^2 - 1)^3 - 132 * cos(x)^2 - 6 * cos(10 * x))),false,scaled_difference_zero,expand_trig_sine_twelfth_power_reduction,trig_expand,sin(x)^12,(462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
((sin(x)^12)/q) - (((462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048)/q),0,(6 * cos(10 * x) + 132 * cos(x)^2 + 440 * (2 * cos(x)^2 - 1)^3 + 1024 * sin(x)^12 + 1968 * sin(x)^2 * cos(x)^2 - 33 * cos(8 * x) - 2 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 543) / (1024 * q),false,common_denominator_zero,expand_trig_sine_twelfth_power_reduction,trig_expand,sin(x)^12,(462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
((sin(x)^12) + 1)/(((462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048) + 1),1,(1024 * sin(x)^12 + 1024) / (2 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 33 * cos(8 * x) + 1567 - 1968 * sin(x)^2 * cos(x)^2 - 440 * (2 * cos(x)^2 - 1)^3 - 132 * cos(x)^2 - 6 * cos(10 * x)),false,shifted_quotient_one,expand_trig_sine_twelfth_power_reduction,trig_expand,sin(x)^12,(462-792*cos(2*x)+495*cos(4*x)-220*cos(6*x)+66*cos(8*x)-12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
((cos(x)^12) + m) - (((462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048) + m),0,1/1024 * (492 * (2 * sin(x) * cos(x))^2 + 1024 * cos(x)^12 - 440 * (2 * cos(x)^2 - 1)^3 - 132 * cos(x)^2 - 33 * cos(8 * x) - 6 * cos(10 * x) - 2 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 411),false,additive_passthrough_zero,expand_trig_cosine_twelfth_power_reduction,trig_expand,cos(x)^12,(462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
k*(cos(x)^12) - k*((462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048),0,1/2048 * (2048 * k * cos(x)^12 - k * (4 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 12 * cos(10 * x) + 66 * cos(8 * x) + 264 * cos(x)^2 + 880 * (2 * cos(x)^2 - 1)^3 + 822 - 3936 * sin(x)^2 * cos(x)^2)),false,scaled_difference_zero,expand_trig_cosine_twelfth_power_reduction,trig_expand,cos(x)^12,(462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
((cos(x)^12)/q) - (((462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048)/q),0,(984 * (2 * sin(x) * cos(x))^2 + 2048 * cos(x)^12 - 880 * (2 * cos(x)^2 - 1)^3 - 264 * cos(x)^2 - 66 * cos(8 * x) - 12 * cos(10 * x) - 4 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 822) / (2048 * q),false,common_denominator_zero,expand_trig_cosine_twelfth_power_reduction,trig_expand,cos(x)^12,(462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
((cos(x)^12) + 1)/(((462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048) + 1),1,(cos(x)^12 + 1) / (1/1024 * (2 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 6 * cos(10 * x) + 33 * cos(8 * x) + 132 * cos(x)^2 + 440 * (2 * cos(x)^2 - 1)^3 + 1435 - 1968 * sin(x)^2 * cos(x)^2)),false,shifted_quotient_one,expand_trig_cosine_twelfth_power_reduction,trig_expand,cos(x)^12,(462+792*cos(2*x)+495*cos(4*x)+220*cos(6*x)+66*cos(8*x)+12*cos(10*x)+cos(12*x))/2048,expand trig,result_mismatch,
((sin(x)^14) + m) - (((1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192) + m),0,1/8192 * (cos(14 * x) + 91 * cos(10 * x) + 4004 * (2 * cos(x)^2 - 1)^3 + 8192 * sin(x)^14 + 15680 * sin(x)^2 * cos(x)^2 - 364 * cos(8 * x) - 56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3676),false,additive_passthrough_zero,expand_trig_sine_fourteenth_power_reduction,trig_expand,sin(x)^14,(1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192,expand trig,result_mismatch,
k*(sin(x)^14) - k*((1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192),0,1/8192 * (8192 * k * sin(x)^14 + k * (cos(14 * x) + 91 * cos(10 * x) + 4004 * (2 * cos(x)^2 - 1)^3 + 15680 * sin(x)^2 * cos(x)^2 - 364 * cos(8 * x) - 56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3676)),false,scaled_difference_zero,expand_trig_sine_fourteenth_power_reduction,trig_expand,sin(x)^14,(1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192,expand trig,result_mismatch,
((sin(x)^14)/q) - (((1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192)/q),0,(cos(14 * x) + 91 * cos(10 * x) + 4004 * (2 * cos(x)^2 - 1)^3 + 8192 * sin(x)^14 + 15680 * sin(x)^2 * cos(x)^2 - 364 * cos(8 * x) - 56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3676) / (8192 * q),false,common_denominator_zero,expand_trig_sine_fourteenth_power_reduction,trig_expand,sin(x)^14,(1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192,expand trig,result_mismatch,
((sin(x)^14) + 1)/(((1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192) + 1),1,(8192 * sin(x)^14 + 8192) / (56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 364 * cos(8 * x) + 11868 - cos(14 * x) - 15680 * sin(x)^2 * cos(x)^2 - 4004 * (2 * cos(x)^2 - 1)^3 - 91 * cos(10 * x)),false,shifted_quotient_one,expand_trig_sine_fourteenth_power_reduction,trig_expand,sin(x)^14,(1716-3003*cos(2*x)+2002*cos(4*x)-1001*cos(6*x)+364*cos(8*x)-91*cos(10*x)+14*cos(12*x)-cos(14*x))/8192,expand trig,result_mismatch,
((cos(x)^14) + m) - (((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192) + m),0,1/8192 * (3920 * (2 * sin(x) * cos(x))^2 + 8192 * cos(x)^14 - cos(14 * x) - 4004 * (2 * cos(x)^2 - 1)^3 - 364 * cos(8 * x) - 91 * cos(10 * x) - 56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3676),false,additive_passthrough_zero,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig,result_mismatch,
k*(cos(x)^14) - k*((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192),0,1/8192 * (8192 * k * cos(x)^14 + k * (15680 * sin(x)^2 * cos(x)^2 - cos(14 * x) - 4004 * (2 * cos(x)^2 - 1)^3 - 364 * cos(8 * x) - 91 * cos(10 * x) - 56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3676)),false,scaled_difference_zero,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig,result_mismatch,
((cos(x)^14)/q) - (((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192)/q),0,(3920 * (2 * sin(x) * cos(x))^2 + 8192 * cos(x)^14 - cos(14 * x) - 4004 * (2 * cos(x)^2 - 1)^3 - 364 * cos(8 * x) - 91 * cos(10 * x) - 56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3676) / (8192 * q),false,common_denominator_zero,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig,result_mismatch,
((cos(x)^14) + 1)/(((1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192) + 1),1,(8192 * cos(x)^14 + 8192) / (cos(14 * x) + 56 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 91 * cos(10 * x) + 364 * cos(8 * x) + 4004 * (2 * cos(x)^2 - 1)^3 + 11868 - 15680 * sin(x)^2 * cos(x)^2),false,shifted_quotient_one,expand_trig_cosine_fourteenth_power_reduction,trig_expand,cos(x)^14,(1716+3003*cos(2*x)+2002*cos(4*x)+1001*cos(6*x)+364*cos(8*x)+91*cos(10*x)+14*cos(12*x)+cos(14*x))/8192,expand trig,result_mismatch,
((sin(x)^16) + m) - (((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768) + m),0,1/32768 * (16 * cos(14 * x) + 560 * cos(10 * x) + 17472 * (2 * cos(x)^2 - 1)^3 + 32768 * sin(x)^16 + 61184 * sin(x)^2 * cos(x)^2 - cos(16 * x) - 3328 * cos(x)^2 - 1820 * cos(8 * x) - 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 12419),false,additive_passthrough_zero,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
k*(sin(x)^16) - k*((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768),0,1/32768 * (32768 * k * sin(x)^16 + k * (16 * cos(14 * x) + 560 * cos(10 * x) + 15296 * (2 * sin(x) * cos(x))^2 + 17472 * (2 * cos(x)^2 - 1)^3 - cos(16 * x) - 3328 * cos(x)^2 - 1820 * cos(8 * x) - 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 12419)),false,scaled_difference_zero,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
((sin(x)^16)/q) - (((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768)/q),0,(16 * cos(14 * x) + 560 * cos(10 * x) + 17472 * (2 * cos(x)^2 - 1)^3 + 32768 * sin(x)^16 + 61184 * sin(x)^2 * cos(x)^2 - cos(16 * x) - 3328 * cos(x)^2 - 1820 * cos(8 * x) - 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 12419) / (32768 * q),false,common_denominator_zero,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
((sin(x)^16) + 1)/(((6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768) + 1),1,(32768 * sin(x)^16 + 32768) / (cos(16 * x) + 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 1820 * cos(8 * x) + 3328 * cos(x)^2 + 45187 - 61184 * sin(x)^2 * cos(x)^2 - 17472 * (2 * cos(x)^2 - 1)^3 - 560 * cos(10 * x) - 16 * cos(14 * x)),false,shifted_quotient_one,expand_trig_sine_sixteenth_power_reduction,trig_expand,sin(x)^16,(6435-11440*cos(2*x)+8008*cos(4*x)-4368*cos(6*x)+1820*cos(8*x)-560*cos(10*x)+120*cos(12*x)-16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
((cos(x)^16) + m) - (((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768) + m),0,1/32768 * (3328 * cos(x)^2 + 15296 * (2 * sin(x) * cos(x))^2 + 32768 * cos(x)^16 - cos(16 * x) - 17472 * (2 * cos(x)^2 - 1)^3 - 1820 * cos(8 * x) - 560 * cos(10 * x) - 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 16 * cos(14 * x) - 15747),false,additive_passthrough_zero,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
k*(cos(x)^16) - k*((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768),0,1/32768 * (32768 * k * cos(x)^16 - k * (cos(16 * x) + 16 * cos(14 * x) + 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 560 * cos(10 * x) + 1820 * cos(8 * x) + 17472 * (2 * cos(x)^2 - 1)^3 + 15747 - 61184 * sin(x)^2 * cos(x)^2 - 3328 * cos(x)^2)),false,scaled_difference_zero,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
((cos(x)^16)/q) - (((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768)/q),0,(3328 * cos(x)^2 + 15296 * (2 * sin(x) * cos(x))^2 + 32768 * cos(x)^16 - cos(16 * x) - 17472 * (2 * cos(x)^2 - 1)^3 - 1820 * cos(8 * x) - 560 * cos(10 * x) - 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 16 * cos(14 * x) - 15747) / (32768 * q),false,common_denominator_zero,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
((cos(x)^16) + 1)/(((6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768) + 1),1,(32768 * cos(x)^16 + 32768) / (cos(16 * x) + 16 * cos(14 * x) + 480 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 560 * cos(10 * x) + 1820 * cos(8 * x) + 17472 * (2 * cos(x)^2 - 1)^3 + 48515 - 61184 * sin(x)^2 * cos(x)^2 - 3328 * cos(x)^2),false,shifted_quotient_one,expand_trig_cosine_sixteenth_power_reduction,trig_expand,cos(x)^16,(6435+11440*cos(2*x)+8008*cos(4*x)+4368*cos(6*x)+1820*cos(8*x)+560*cos(10*x)+120*cos(12*x)+16*cos(14*x)+cos(16*x))/32768,expand trig,result_mismatch,
((sin(x)^18) + m) - (((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072) + m),0,1/131072 * (4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 153 * cos(14 * x) + 3060 * cos(10 * x) + 74244 * (2 * cos(x)^2 - 1)^3 + 131072 * sin(x)^18 + 235008 * sin(x)^2 * cos(x)^2 - 23850 * cos(x)^2 - 8568 * cos(8 * x) - 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 18 * cos(16 * x) - 41761),false,additive_passthrough_zero,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig,result_mismatch,
